137	-1	#China : US-born #EileenGu,18, is setting a high bar for “chicken parents”, and fomenting the anxiety generated by parenting in a country where opportunities for the young are starting to seem limited. She won 2 gold medals at the Games for China…. https://t.co/PzmgtOLeRm
138	0	Why Chinese Americans Are Talking About #EileenGu - The critical crossfire Ms. Gu has faced has implications that go far beyond the Olympic slopes, Chinese Americans say. And some see themselves in the duality she has embraced. https://t.co/9IhbejNPt9
139	-1	#CCP #EileenGu as become the #chinese #china #Propaganda #princess. In her press conference in #Beijing2022 #BeijingWinterOlympics #Olympics2022 said #Americans were stupid and uneducated. Wow. @billmaher #America #UnitedStates @Stanford https://t.co/HOIEnw2jfF
140	-1	THE CHINA SYNDROME: /THē CHīne sin drōm/ noun 1. Uncontrollable angst following a nuclear meltdown. 2. Uncontrollable angst following a betrayal of Olympic proportions. 3. Example: beautiful Chinese puppet Miss #GoldenPubics #eileengu competes against USA, now stranded in China. https://t.co/C9vUbpWzBG
141	1	Most adorable friends!!! #EileenGu #SuYiming https://t.co/fTG4HWbEJS
142	1	Obvious that #EileenGu and Su Yiming are really happy😆 Amazing performance at the #BEIJING2022, Team China! https://t.co/KpPHishLFK
143	-1	@NoelCampbell108 @thinking_panda @NBCOlympics @janisfrayer #EileenGu is the facade of #CCP #China. Due to censorship it's illegal for Chinese to use a VPN. But Eileen's too dumb to know that...even though she brags about her SAT score. https://t.co/O4nDBC4Bkl
144	-1	E.G. PHONE HOME: With the #Olympics2022 wrapping up, beautiful Chinese puppet Miss #GoldenPubics #eileengu is unaware her return trip to America is not a sure thing. Papers, please! https://t.co/e3M88kB8CP
145	-1	@MenSuen #EileenGu's a trump supporter even though Trump instigated violence against Asian Americans with his rhetoric about the Chinese Kungflu. She brags about her SAT score but anyone who supports trump saying covid can be stopped by ingesting bleach can't be that smart. #cryabit
146	rep	@derekahunter #EileenGu's a trump supporter even though Trump instigated violence against Asian Americans with his rhetoric about the Chinese Kungflu. She brags about her SAT score but anyone who supports trump saying covid can be stopped by ingesting bleach can't be that smart. #cryabit
147	rep	@yunamaoist #EileenGu's a trump supporter even though Trump instigated violence against Asian Americans with his rhetoric about the Chinese Kungflu. She brags about her SAT score but anyone who supports trump saying covid can be stopped by ingesting bleach can't be that smart. #cryabit
148	rep	@Dragondescendan #EileenGu's a trump supporter even though Trump instigated violence against Asian Americans with his rhetoric about the Chinese Kungflu. She brags about her SAT score but anyone who supports trump saying covid can be stopped by ingesting bleach can't be that smart. #cryabit
149	rep	@thecyrusjanssen #EileenGu's a trump supporter even though Trump instigated violence against Asian Americans with his rhetoric about the Chinese Kungflu. She brags about her SAT score but anyone who supports trump saying covid can be stopped by ingesting bleach can't be that smart. #cryabit
150	0	Bill Maher Attacks John Cena, LeBron James, Tom Cruise, #EileenGu For Siding With Totalitarian #China Is @billmaher now a true champion of the Uyghurs or is he just using them in an attempt to be provocative? Will he join @EnesFreedom in speaking out? https://t.co/cR0n4ayMtD
151	-1	Ladies &amp; Gentlemen, Here is the male counterpart of #EileenGu. A pro-CCP propagandist hides behind deceptively reasonable words, a lackey of the Beijing Central Committee, an anti-western/democracy. This fake individual is Hypocrisy n Lies incarnate👌🏻 A real snake's tongue 🐍🔻 https://t.co/Plvg0Rw8ph
152	rep	@ConservNewsDly #EileenGu's a trump supporter even though Trump instigated violence against Asian Americans with his rhetoric about the Chinese Kungflu. She brags about her SAT score but anyone who supports trump saying covid can be stopped by ingesting bleach can't be that smart. #cryabit
153	rep	@NBCOlympics @nbc @peacockTV #EileenGu's a trump supporter even though Trump instigated violence against Asian Americans with his rhetoric about the Chinese Kungflu. She brags about her SAT score but anyone who supports trump saying covid can be stopped by ingesting bleach can't be that smart. #cryabit
154	rep	@NBCNews #EileenGu's a trump supporter even though Trump instigated violence against Asian Americans with his rhetoric about the Chinese Kungflu. She brags about her SAT score but anyone who supports trump saying covid can be stopped by ingesting bleach can't be that smart. #cryabit
155	rep	@Stikine @NBCNews #EileenGu's a trump supporter even though Trump instigated violence against Asian Americans with his rhetoric about the Chinese Kungflu. She brags about her SAT score but anyone who supports trump saying covid can be stopped by ingesting bleach can't be that smart. #cryabit
156	rep	@vitamixer @NBCOlympics @nbc @USA_Network @peacockTV #EileenGu's a trump supporter even though Trump instigated violence against Asian Americans with his rhetoric about the Chinese Kungflu. She brags about her SAT score but anyone who supports trump saying covid can be stopped by ingesting bleach can't be that smart. #cryabit
157	rep	@anja_hildegard @alibates806 #EileenGu's a trump supporter even though Trump instgated violence against Asian Americans with his rhetoric about the Chinese Kungflu. She brags about her SAT's but anyone who supports trump saying covid can be stopped by ingesting bleach can't be that smart. #cryabit
158	rep	@MayorofBouville @laurawags #EileenGu is a trump supporter even though the reason for violence against Asian Americans stems from trump's hostility towards the Chinese CovidKungflu. Anyone who supports trump after he said we should ingest bleach to defeat covid can't be that smart. #cryabit
159	rep	@chickbuck #EileenGu is a trump supporter even though the reason for violence against Asian Americans stems from trump's hostility towards the Chinese CovidKungflu. Anyone who supports trump after he said we should ingest bleach to defeat covid can't be that smart. #cryabit
160	0	The #Gold winners⛷️ #FigureSkating pairs: Sui Wenjing &amp; Han Cong #FreestyleSkiing women's halfpipe: #EileenGu #FreestyleSkiing men's aerials: Qi Guangpu #Snowboard men's big air: Su Yiming #FreestyleSkiing women's aerials: Xu Mengtao #Beijing2022WinterOlympics https://t.co/KAoYlukE41
161	-1	@NumbChunks I hope #EileenGu uses this opportunity to call attention to the human rights abuses in China, Tibet, Hong Kong and the Uyghurs. China used Uyghurs to light the Olympic torch in an attempt to gaslight everyone just like China is now using Eileen. #cryabit https://t.co/B2w8XPMYGd
162	rep	@NumbChunks I hope #EileenGu uses this opportunity to call attention to the human rights abuses in China, Tibet, Hong Kong and the Uyghurs. China used Uyghurs to light the Olympic torch in an attempt to gaslight everyone just like China is now using Eileen. #cryabit https://t.co/i269pQZYeq
163	0	#beijing2022 #EileenGu Eileen Gu and Su Yiming are pictured together at the closing ceremony of the Beijing Winter Olympics. https://t.co/L4VeeAHJc7
164	-1	@JiffyPopCulture @NBCOlympics I hope #EileenGu uses this opportunity to call attention to the human rights abuses in China, Tibet, Hong Kong and the Uyghurs. China used Uyghurs to light the Olympic torch in an attempt to gaslight everyone just like China is now using Eileen. #cryabit https://t.co/HykteYdgRU
165	1	Second gold for #EileenGu! Free ski talent Gu Ailing eased to the top podium of her odds-on halfpipe at the #Beijing2022 on Friday, which is her second gold medal for host China.#Beijing2022WinterOlympics https://t.co/7PvEGTkccj
166	-1	@nytimes To all haters in the States: Please have some dignity and leave #EileenGu alone when she returns to Cali. The American Dream for immigrants never entailed forgoing own heritage. Personal freedom of choice is what the red white and blue flag symbolizes, no?
167	rep	@sctvlk @NBCOlympics I hope #EileenGu uses this opportunity to call attention to the human rights abuses in China, Tibet,Hong Kong and the Uyghurs. China used Uyghurs to light the Olympic torch in an attempt to gaslight everyone just like China is now using Eileen. https://t.co/aUOPNebmUb
168	rep	@NBCOlympics I hope #EileenGu uses this opportunity to call attention to the human rights abuses in China, Tibet, Hong Kong and the Uyghurs. China used Uyghurs to light the Olympic torch in an attempt to gaslight everyone just like China is now using Eileen. #cryabit https://t.co/nXZOv0RFNM
169	-1	Is this the Bill Maher with a bitter attitude about #EileenGu representing China, her mother’s motherland and a country whose language and culture she’s very much rooted in? https://t.co/qnI9ssZV6a
170	0	Didn't think China recognises dual nationality &amp; the skater born in USA now hailed a Chinese superstar? #Olympics2022 #Beijing2022WinterOlympics #EileenGu
171	1	#EileenGu makes hiatory https://t.co/08bXZlTO55
172	1	@Reuters Congratulations to #EileenGu
173	rep	Second gold for #EileenGu! Free ski talent Gu Ailing eased to the top podium of her odds-on halfpipe at the #Beijing2022 on Friday, which is her second gold medal for host China.#Beijing2022WinterOlympics https://t.co/gZTyKZTfjB https://t.co/oRZBjinEe6
174	1	The stellar performances of its new Olympic stars - from freeski sensation Eileen Gu to snowboard prodigy Su Yiming - captivated fans in the stands and across the country, drawing an outpouring of pride. - @CNN 🎞️Xinhua #EileenGu #SuYiming #WinterOlympics2022 https://t.co/UDhkBqa22l
175	1	I hv so many reasons 2b proud #Beijing2022 is the most digitally engaging Olympics ever ✔️#EileenGu is the first freestyle skier to win three medals at one single Olympics ✔️#SuYiming the youngest Chinese to win a gold at winter games ✔️ China won 9 golds ✔️
176	0	Ex-governor, UN ambassador calls out Eileen Gu: 'You're either American or Chinese' https://t.co/LuS6igqWPY #WinterOlympics2022 #China #HumanRights #USA #EileenGu
177	0	#Beijing2022 Problem is #USA hates losing to either #Russia or #China and there’s NO medal for 4th or 5th! So their Media is going bananas and some are saying the 2 Golds and 1 Silver won by #EileenGu should have been theirs. That would put them in 2nd (Silver?) on Medal Tally:))
178	-1	Another weaponized immigrant deployed to push US Imperial Propaganda that countries outside US are nothing but sourceland to serve up raw materials to be shaped into Muricans at The End of History. Any challenge to that narrative like #EileenGu, must be neutralized https://t.co/sD65ZhkNSm
179	-1	@HollywoodValue @StarValueEU @StarValueUK @StarValueAU @StarValueAU @StarValuePH @StarValueCanada @StarValueGREECE +++ RT via @realDailyWire re @billmaher #BillMaher #LeBronJames #JohnCena #EileenGu #Stop #Kowtowing = #China https://t.co/pPGEO6zerh
180	rep	Second gold for #EileenGu! Free ski talent Gu Ailing eased to the top podium of her odds-on halfpipe at the #Beijing2022 on Friday, which is her second gold medal for host China.#Beijing2022WinterOlympics https://t.co/G5sXhUYwqu
181	-1	Thank U ⁦@billmaher⁩! Still is unclear whether #EileenGu changed citizenship to Communist China. If she did give up her American Citizenship, she should NOT be allowed back to live in the USA or attend ⁦@Stanford⁩ Zhu Yi was also born in USA https://t.co/Joy4WMBvCN
182	-1	@NEWS_MAKER American born Eileen Gu choosing China is a clear sea change. Very sad. #EileenGu
183	rep	Second gold for #EileenGu! Free ski talent Gu Ailing eased to the top podium of her odds-on halfpipe at the #Beijing2022 on Friday, which is her second gold medal for host China.#Beijing2022WinterOlympics https://t.co/eFNPaUGVdm
184	-1	I wish a twenty something Picabo Street was competing in the Beijing Olympics. She wouldn't have been censored about the Human Rights Abuses against Uyghurs, Women and Homosexuals. You'd never she Picabo sell out her Home Country to compete for China. #EileenGu Money over ethics
185	0	Netizens felt second hand embarrasement when #ZhangYixing asked #EileenGu if she had #BingDwenDwen
186	-1	#EileenGu Do you know in China a Panda is worth more than a woman? You represented #China and participated in this very disgusting @Olympics! I hope one day you will realize that all those medals and$$$ are FULL OF BLOOD! From many innocent children🙏🙏🙏 https://t.co/Nb37CB6u2N
187	-1	@dramapotatoe Am I the only American that is incredibly saddened that #EileenGu chooses to represent a country that suppresses women on all levels? #Democracy
188	-1	Fun to see @NBCOlympics rationalize and legitimize #EileenGu saying “when I’m in America 🇺🇸 I’m an American, when I’m in China I’m Chinese.” That’s like me saying sometimes I’m a vaccine and sometimes I’m a virus, k? #OlympicGames
189	0	China ranks third in the medal table. #Beijing2022 #WinterOlympics #China #EileenGu #SuYiming #XuMengtao https://t.co/LXgYyjQ1g2
190	-1	@PaletteStardust US tax payers didn’t pay for #EileenGu training and both Eileen and her mother are paying for US taxes. What have you done for the US? Go file and pay for your taxes instead of waiting for gov bail your ass money.
191	-1	@billmaher Eileen Gu and Lebron James chose evil, communist China over a free USA. They are the Benedict Arnold's of our generation. #stopkowtowingchina @KingJames (King? whatever), #Bejing2022 #EileenGu
192	-1	#EileenGu western media Is fry About it https://t.co/7WdKETRk2N
193	1	#EileenGu I'm the kind of person who's addicted to adrenaline, I love❤️ feeling nervous and then overcoming it, feeling that rush and that reward, that...😎I think is the hook that initially got me into skiing.⛷️⛷️ #Beijing2022 #Olympics https://t.co/N8RGwOLAoZ
194	0	Hi~🤗 I'm #EileenGu, 18 years old, I'm competing in frisky halfpipe slope-style and big air at #Olympics2022 ⛷️ https://t.co/2jCWbDvgZP
195	0	In your daily dose of petty fandom drama: Yesterday, #ZhangYixing did a livestream with #EileenGu. He recommended her to try Hunan food, try Hunan food, invited her to work on a song together etc.
196	0	@Reuters So, we can presume, she's not coming back to California? Big money in China? #EileenGu
197	0	Check out my new NFT on OpenSea! https://t.co/BUFFp2gtNQ 来自 @opensea #EileenGu #Bingdundun
198	-1	@AP_Sports @AP Glorifying the People’s Republic of China is justified by getting young Chinese to ski? Who cares what sports they do? This rationalization by #EileenGu is just incredibly weak. (Also, which sports are not “action sports”?) #olympics #china https://t.co/rLTFJyyj9b
199	-1	#EileenGu should stay in China. #DeportEileenGu
200	-1	#EileenGu you should go to China and stay there. Don’t t come to America and represent your “motherland”. Why are you in America? Disgusting Bill Maher torches LeBron James, John Cena, Eileen Gu for 'kowtowing' to China https://t.co/TTBSaBl8OM #FoxNews
201	-1	#EileenGu and her money are not welcomed to the #USA. @YourVoiceAtIRS @CBP https://t.co/T7LMv7rL1j
202	-1	@LisaMoraitis1 And #EileenGu competed for Communist China, possibly trading in her citizenship AND then wants to attend @Stanford Uni. Let’s her attend Uni in China.
203	1	At the Beijing Winter Olympics, Chinese athletes have won 9 gold medals! 🥇🥇🥇🥇🥇🥇🥇🥇🥇 Thank them!🔥🎉👍 #Beijing2022 #BeijingWinterOlympics #OlympicGames #China #BeijingWinterOlympics #EileenGu https://t.co/EPvULI2ZvG
204	0	Has #EileenGu given up her US passport, now that she is “Chinese”? Or is she simply free-riding for the sponsorship? Has she formally moved to China?
205	-1	@eileengu shouldn’t be allowed in our country ever again
206	-1	Of course #EileenGu won't live in Communist China, even with her VPN. #PengShuai shows perfectly what can happen to sports stars under the @CPofCN regime. https://t.co/LXEu0J68O1
207	-1	@robert_spalding #EileenGu should know #America will never forget her deceit and lies. She betrayed the #USA for #China.
208	-1	Bill Maher slams LeBron and John Cena for kowtowing to China - TheBlaze #OMG did you ever think that ⁦@billmaher⁩ would come arto the #Truth #Expose #ExposeLebronJames #JohnCena #EileenGu https://t.co/F8zSmKRXEF
209	0	ENGSUB [My Legacy and I S2] Eileen Gu: We Are Infinite | YOUKU DOCUMENTARY https://t.co/LhwoM5xYzS via @YouTube Mini documentary of #EileenGu’s journey to becoming the Olympic champion that she in #Beijing2022. Worth a watch #China and fans around the world, including in #USA?
210	0	@ludo_line @ourobororoboruo @Twitter But #VPN's are illegal in #China as #EileenGu found out last week! https://t.co/9LSUIGpxzd
211	-1	The Taiwanese government emphasized it was using taxpayers’ money to fund Taiwanese athletes and their efforts to represent the country at high-profile athletic competitions USA,when are you going to investigate about traitor #EileenGu? https://t.co/MwxbnAZ4Sb
212	0	Do we think Eileen Gu actually knows what is going on in China? Or just doesn’t care because of the money? #EileenGu
213	rep	@sirensongs1 @EileenGuCPCNo1 I hope #EileenGu uses this opportunity to call attention to the human rights abuses in China, Hong Kong and the Uyghurs. China used Uyghurs to light the Olympic torch in an attempt to gaslight everyone just like China is now using Eileen. https://t.co/66YuhllSUX
214	rep	@EileenGuCPCNo1 I hope #EileenGu uses this opportunity to call attention to the human rights abuses in China, Hong Kong and the Uyghurs. China used Uyghurs to light the Olympic torch in an attempt to gaslight everyone just like China is now using Eileen. https://t.co/4NGJvJwnMp
215	rep	I hope #EileenGu uses this opportunity to call attention to the human rights abuses in China, Hong Kong and the Uyghurs. China used Uyghurs to light the Olympic torch in an attempt to gaslight everyone just like China is now using Eileen. https://t.co/ZaSLBcf5Oc
216	rep	@CGTNOfficial I hope #EileenGu uses this opportunity to call attention to the human rights abuses in China, Hong Kong and the Uyghurs. China used Uyghurs to light the Olympic torch in an attempt to gaslight everyone just like China is now using Eileen. https://t.co/FmZQa2LHcI
217	-1	@i_cooma @EileenGuCPCNo1 Why was #EileenGu's mom allowed to come to the Olympics while no one else was allowed to bring their family? Oh yeah, China is paying her to represent them.
218	rep	@EileenGuCPCNo1 I hope #EileenGu uses this opportunity to call attention to the human rights abuses in China, Hong Kong and the Uyghurs. China used Uyghurs to light the Olympic torch in an attempt to gaslight everyone just like China is now using Eileen. https://t.co/Bskh9XIBMA
219	0	I wonder, what if after #EileenGu returns to the US, and human rights activists across the world launch a massive campaign to boycott whatever brands she signs with. How is that going to impact her marketing power? Will brands then be forced to drop her?
220	rep	@RaoTrader @EileenGuCPCNo1 I hope #EileenGu uses this opportunity to call attention to the human rights abuses in China, Hong Kong and the Uyghurs. China used Uyghurs to light the Olympic torch in an attempt to gaslight everyone just like China is now using Eileen. https://t.co/2qwyejl99t
221	rep	Second gold for #EileenGu! Free ski talent Gu Ailing eased to the top podium of her odds-on halfpipe at the #Beijing2022 on Friday, which is her second gold medal for host China.#Beijing2022WinterOlympics https://t.co/Fat3nX9iM8
222	-1	@realStanVG You are making so very poor conclusions. #EileenGu should have had to give up her #USA citizenship. She now took allegiance to #China
223	1	@carlosvecchio @EnesFreedom Amazing man so different than #EileenGu, #JohnCena, and #LeBraunJames.
224	-1	Hollywood and certain American companies should be against human rights abuses in China instead of bending the knee. #Hollywood #America #EileenGu #JohnCena #NBA #BillMaher #News #TomCruise #blog #Freedom https://t.co/Ri3C1KnJVV
225	1	The 8the Gold Medal #TeamChina! Warmest congratulations to #EileenGu on capturing her second #Gold to go along with the #Silver at the #Beijing2022WinterOlympics #Beijing2022 #China https://t.co/OXt5yji1S1 https://t.co/9Zi53l8xO1
226	0	@grammarflic @stevetater7 @wongalum She DID pick China over the U.S. #EileenGu
227	-1	@CGMeifangZhang Please stay in China #EileenGu
228	0	@cnsunchi @NBCOlympics @OnHerTurf @zlj517 @SpokespersonCHN @Beijing2022 What was her message of peace? Please post her message! I can’t find it #EileenGu
229	-1	Bill Maher Calls Out LeBron James, John Cena For Kowtowing To China #EileenGu https://t.co/nWkU8g2azv
230	-1	Eileen Gu is why I will never watch the Olympics again. #Olympics #EileenGu
231	-1	This is all about the money and the millions she has made. So SHE can live free in US and still ignore the suppression of ppl in China? Bet she won't move there. It's all about the benjamins right Eileen Gu? #EileenGu #freedommatters https://t.co/ipPSdfdSvX
232	-1	100% agree w/ ⁦@billmaher⁩ So this dumb idiot decided she’s going to compete for a country that enslaves it’s own people, eats dogs, unleashed Covid &amp; are communists? Then #EileenGu should STAY in #China live there &amp; see how well that works for her https://t.co/Xxi0A3BXpY
233	0	@STEELHEARTBAND Did you know that #EverybodyLovesEileen is the official anthem of #BEIJING2022? #EileenGu
234	-1	New Rule: Stop Kowtowing to China | Real Time with Bill Maher (HBO) https://t.co/UNqXVfrLGC via @YouTube Quand Bill Maher a raison sur toute la ligne, il y a lieu de s’en réjouir.#CCP #EileenGu #BillMaher #CCPspy #BoycottBeijing2022
235	1	Once upon a time, a little Eileen Gu messaged her skiing idol Jeanee Crane-Maury. That same little girl just made Olympic history in #beijing2022 by winning 3 medals in one Olympic Games as a freestyle skier. Shoot for the stars ✨ #eileengu #olympicskiing #jeaneecranemauzy https://t.co/YSMiI2kiA6
236	-1	#EileenGu #EileenGuTraitor **Lowest Grade of Patriotism** Eileen Gu will be traitor forever, why can't she take Chinese citizenship then?? People taking so much about my roots and not ready to go the roots 🤣 @globaltimesnews @Olympics @CNN @espn
237	-1	Christ another Chinese American identity article about #eileengu https://t.co/i2nrSJEF0a
238	-1	#EileenGu Olympics &amp; who gets to be American #AntiChineseRacism #PauGasolPlaysforSpain #OsakaPlaysForWarCrimesJapan #GiannisPlaysforGreece but #AntiChineseRacists love to #hate #China #GoldieHawn #SusanSarandon #Racists #HaveYouNotSeen300YearsOfUSRacism ?? https://t.co/XQPOyAj4Zc
239	0	#CCP strong supports #EileenGu, including giving her Chinese citizenship on top of her #America citizen in the cost of violating China citizenship laws. Given this, does #EileenGu also happen to use equipments involving #ForcedLabor at #Xinjiang ? No idea, worth checking. https://t.co/eIRF76axms
240	rep	Second gold for #EileenGu! Free ski talent Gu Ailing eased to the top podium of her odds-on halfpipe at the #Beijing2022 on Friday, which is her second gold medal for host China.#Beijing2022WinterOlympics https://t.co/cl4Q7NTmxZ https://t.co/7yRjTWi15N
241	0	Gu, Su and Zoi: Five young stars who lit up Winter Olympics #beijingolympics #EileenGu #JurajSlafkovsky #NathanChen #SuYiming #winterolympics #ZoiSadowskiSynnott https://t.co/8rTqQuTzYV https://t.co/8rTqQuTzYV
242	1	Skiing with my baby brother @barryrosenberg and channeling my inner #eileengu on #ajaxmountain in #aspen #familytime❤️ #skiseason #soulsparkle @ Ajax Mountain (Aspen) https://t.co/PDcc8tjryq
243	1	Fashion！😎😎 Part 2 #EileenGu Enjoying #Olympics2022 https://t.co/PrgvbifFOL
244	-1	@DEADLINE Hey @billmaher What was the part that got you mad?! When #eileengu basically told you good oh where are you from, REALLY?! white folks to go fuck yourselves?! Inquiring minds want to know... P.S. It's ALWAYS been a police state; you've just been to white, rich, &amp; high to notice
245	-1	Gu-less is clueless. How is it possible Gu went to an expensive private SF high school, accepted to Stanford n doesn’t even know China’s internet is censored. Ignorance is bliss for some, educate yourself, ur test scores are a reflection of America’s failed education. #EileenGu
246	-1	and Peng Shuai, and the CCP’s Bureau of Statistics’ laundering and stealing money. #MilesGuo #郭文贵 #XiJinping #Putin #Chainedwoman #EileenGu #PengShuai https://t.co/eDqjMfUvPC
247	0	#Beijing Winter Games: #EileenGu sparks debate over #nationality and what it means to represent China https://t.co/64G9A9YoMr #OlympicGames #TechJunkieInvest #MoviesTvTj https://t.co/cI28VlXqjD
248	1	@MauriceMichael #EileenGu rules!
249	-1	@EileenGuCPCNo1 That gold medal will mean nothing unless #EileenGu uses her platform to call attention to the human rights abuses in China and Hong Kong. China's using Eileen to give the middle finger to the nation that gave her the freedom and opportunity to win. High on herself. https://t.co/5zdEHvby96
250	0	⛷️🇨🇳🇺🇸 Olympian Eileen Gu’s marketing power: The risks and rewards for brands https://t.co/3zGJQKryzL via @WSJ #Olympics #OlympicGames #EileenGu #Eileen_Gu #marketing #branding #brand #China #USA #sport #sports #athlete #skiing #communication
251	rep	@EileenGuCPCNo1 That gold medal will mean nothing unless #EileenGu uses her platform to call attention to the human rights abuses in China and Hong Kong. China's using Eileen to give the middle finger to the nation that gave her the freedom and opportunity to win. High on herself. https://t.co/bAQV1MuBDf
252	rep	@rcmrcrane @EileenGuCPCNo1 That gold medal will mean nothing unless #EileenGu uses her platform to call attention to the human rights abuses in China and Hong Kong. China's using Eileen to give the middle finger to the nation that gave her the freedom and opportunity to win. High on herself. https://t.co/JJ1fTJhPYf
253	rep	@EileenGuCPCNo1 That gold medal will mean nothing unless #EileenGu uses her platform to call attention to the human rights abuses in China and Hong Kong. China's using Eileen to give the middle finger to the nation that gave her the freedom and opportunity to win. High on herself. https://t.co/UB7B1BTgwA
254	rep	@AmbZhengZeguang That gold medal will mean nothing unless #EileenGu uses her platform to call attention to the human rights abuses in China and Hong Kong. China's using Eileen to give the middle finger to the nation that gave her the freedom and opportunity to win. High on herself. https://t.co/YeMZYRNHY1
255	0	t-shirt https://t.co/BiHEodcw4G #EliminationChamber #NBAAllStar #LindseyPearlman #KimPotter #TexasChainsawMassacre #SnowSquall #EileenGu #PaulMcCartney #TheKingsAffection #nonbinary https://t.co/Acs0AwUGuZ
256	1	#EileenGu great message about representation for girls in china but she was born and raised in San Francisco, Gu competes for her mother's native China. so that's a little tough as well
257	rep	@EileenGuCPCNo1 That gold medal will mean nothing unless #EileenGu uses her platform to call attention to the human rights abuses in China and Hong Kong. China's using Eileen to give the middle finger to the nation that gave her the freedom and opportunity to win. High on herself. https://t.co/8Bh0mk2rAn
258	rep	@i_cooma @EileenGuCPCNo1 That gold medal will mean nothing unless #EileenGu uses her platform to call attention to the human rights abuses in China and Hong Kong. China's using Eileen to give the middle finger to the nation that gave her the freedom and opportunity to win. High on herself. https://t.co/BYhChbcaWk
259	0	For fun...Emma and Eileen Gu X @TiffanyAndCo 💎 #EmmaRaducanu | #Raducanu | #EileenGu | #TiffanyAndCo https://t.co/VQ3q9iSvzP
260	0	Americans are always saying Eileen Gu #EileenGu is a traitor, but what they don't realize, or maybe they don't want to admit, is that it's actually a signal... Maybe it's just the beginning.
261	0	Is there any place for #skiing, #skating or #icehockey in #Shanghai that seldom #snows? Of course. Follow us to the venues and listen to #stories of people with #ice &amp; snow #dream. #Beijing2022 #Olympics #YuzuruHanyu #EileenGu #wintersports #figureskating https://t.co/q0zuQv4zRb
262	0	Image of the hour: Eileen Gu - #EileenGuChina - #EileenGu - #Eileen #Gu, #China https://t.co/h8qDHXY71K
263	-1	@VAGalau @usatodaysports Why does her mother remain in US? Talking about sperm donor belittles what the United States has given her. #EileenGu should live in the country she represents.
264	-1	Bill Maher torches LeBron James, John Cena, Eileen Gu for 'kowtowing' to China https://t.co/zAKkYdD5AM #FoxNews @KingJames @JohnCena @eileengu are China’s puppets
265	0	On #Taiwan Global News, discussed #CarrieLam #林鄭月娥 delays #HongKong CE election &amp; does #XiJinPing #习近平 want #LeungChunying #梁振英 to return, @POTUS #IndoPacific strategy, #India trade deficit w/#China, #EileenGu @Beijing2022 @Olympics citizenship https://t.co/ZChgmaEe6W https://t.co/qpkvVvlV8o
266	-1	Bill Maher on China and John Cena apologizing in Chinese! 😂 https://t.co/8hl4V6Hg6m #EileenGu #JohnCena #Hollywood
267	0	@minkistrying OMG! OMG! OMG!!! FOR REAL?!?!?!?! @layzhang @ChromosomeEG @lay_studio #YIXING #LAY #EileenGu
268	0	WAAAAAAAIT!!!! IS THIS FOR REAL?!?!?!?!? 😱😱😱 #YIXING #EileenGu @layzhang @ChromosomeEG @lay_studio https://t.co/r0Fh6f7x1I
269	0	Freestyle skier Eileen Gu becomes first Asian American to win three medals in a single Winter Olympics https://t.co/r6bziWEInQ #EileenGu #Beijing2022WinterOlympics
270	0	https://t.co/F45EH5sw5q Lay Zhang &amp; Eileen Gu‘s Live connection #张艺兴 #yixing #LAY #EileenGu
271	1	@minkistrying I just saw the video clips w/ some translations. She's so pretty &amp; Yixing, even when tired &amp; sleepy, still looked adorably handsome. He brought his A-game in humor &amp; casual flirting, too! 🤭🤭🤭 #LayZhang #Yixing #ZhangYixing #EileenGu
272	-1	Eileen Gu said: They don’t have the empathy to empathize with a good heart, perhaps because they don’t share the same kind of morals that I do. I’m not gonna waste my time trying to placate people who are one uneducated. #EileenGu #谷爱凌 https://t.co/Z3oHTOsJbR
273	-1	Quote Me : About Damn Time #BillMaher torches #LeBronJames, #JohnCena, #EileenGu for 'kowtowing' to #China https://t.co/gEvWthLdpp #FoxNews
274	0	Which scene of #Beijing2022 #WinterOlympics impressed you most?Wangmeng’s commentary,Ling Zhi’s #smile in #curling arena,#GuAiling’s and Su Yiming’s jump...There are 20 moments to bring you back to those exciting time! #EileenGu #BeijingWinterOlympics #谷爱凌 #王濛 #凌智 #苏翊鸣 https://t.co/y3B7yEuocf
275	-1	@TiffanyAndCo @NBAAllStar Boycott @oakley for sponsoring #eileengu and the genocide of the #uyghers. I melted mygold Tiffany necklace yesterday. Will NEVER buy again. If you buy Tiffany you are supporting Genocide!
276	-1	Bill Maher torches LeBron James, John Cena, Eileen Gu for 'kowtowing' to China https://t.co/ge69PqK03P #EileenGu #China #hollywood #hypocrites #LebronJames #JohnCena #Maverick #chinesebitches #slaves
277	-1	#EileenGu the Olympics and who gets to be American #WhatAboutPauGasolPlayingForSpain #PauGasol #GiannisAntetenkounpoForGreece #AntiChineseRacism You Are The Problem #GoldieHawn #SusanSarandon #China #AntiChinaRacism in #Murica https://t.co/XQPOyAj4Zc
278	-1	If @eileengu is all up in the Chinese now, why doesn't she live there?
279	0	#ZhangYixing on Douyin's Champions Have Arrived livestream with #EileenGu discovering they're both born in the Year of the Sheep. The emcee asked if Yixing sighed because having the same zodiac is either you're born the same year or twelve years older. 😂 https://t.co/Trh7Ip8r6W
280	-1	WATCH: #BillMaher Blasts #China as ‘Sh*t-Hole Superpower,’ Rips Olympian #EileenGu for Joining Their Team https://t.co/dU2OtbgBVk https://t.co/EN9fvAwG2D
