id	sentiment	tweet
249	-1	@EileenGuCPCNo1 That gold medal will mean nothing unless #EileenGu uses her platform to call attention to the human rights abuses in China and Hong Kong. China's using Eileen to give the middle finger to the nation that gave her the freedom and opportunity to win. High on herself. https://t.co/5zdEHvby96
203	1	At the Beijing Winter Olympics, Chinese athletes have won 9 gold medals! 🥇🥇🥇🥇🥇🥇🥇🥇🥇 Thank them!🔥🎉👍 #Beijing2022 #BeijingWinterOlympics #OlympicGames #China #BeijingWinterOlympics #EileenGu https://t.co/EPvULI2ZvG
252	rep	@rcmrcrane @EileenGuCPCNo1 That gold medal will mean nothing unless #EileenGu uses her platform to call attention to the human rights abuses in China and Hong Kong. China's using Eileen to give the middle finger to the nation that gave her the freedom and opportunity to win. High on herself. https://t.co/JJ1fTJhPYf
89	-1	Turncoat. #EileenGu
310	rep	Second gold for #EileenGu! Free ski talent Gu Ailing eased to the top podium of her odds-on halfpipe at the #Beijing2022 on Friday, which is her second gold medal for host China.#Beijing2022WinterOlympics https://t.co/OkcIv7Yoey
410	rep	@loveroflabs1 @arsenalfanleo @donky_fromshrek @nytimes #eileengu is a traitor and a sell out and should be booed every day of her life if she returns to America.
586	-1	#EileenGu needs to stay tf in China
358	-1	Wow. #EileenGu #Eileen_Gu @EileenGu just called #America #USA backward and uneducated on #Chinese #China TV at the #OlympicGames #olympischespelen #Beijing2022 #BREAKING #BreakingNews #UnitedStates #CCP @Stanford #Eileen #Americans https://t.co/f9PwTKnk7e
294	0	Swiss skier Mathilde Gremaud grabs women's freeski slopestyle gold, China's #EileenGu wins silver at #Beijing2022. https://t.co/EvUVih4EIB
128	1	#EileenGu has now become the new darling of the fashion circle, and the top fashion magazines in China have asked her to be on the cover
64	1	Make way for the new breed Several young stars made a name for themselves at the #BeijingOlympics. #AFP Sport picks out five talents who look set to reign over future Winter Games. #GuAiling #EileenGu #SuYiming #NathanChen https://t.co/pvHWMlwHby
147	rep	@yunamaoist #EileenGu's a trump supporter even though Trump instigated violence against Asian Americans with his rhetoric about the Chinese Kungflu. She brags about her SAT score but anyone who supports trump saying covid can be stopped by ingesting bleach can't be that smart. #cryabit
346	rep	Second gold for #EileenGu! Free ski talent Gu Ailing eased to the top podium of her odds-on halfpipe at the #Beijing2022 on Friday, which is her second gold medal for host China.#Beijing2022WinterOlympics https://t.co/DfpQMGKByX
565	0	DM us for help in your homework. For quality results DM us today #Biology #Codingprojects #Math #Psychology #Math #Researchprojects #Essaypay #CarnegieMellonUniversity #Wordle244X #EileenGu KINDLY DM https://t.co/XxDXDCVdEj
189	0	China ranks third in the medal table. #Beijing2022 #WinterOlympics #China #EileenGu #SuYiming #XuMengtao https://t.co/LXgYyjQ1g2
539	rep	⚡️ Winter Big Sale ⚡️ 💥 New Collection 💥 📢 Get 50% ✂️ OFF on 👚 Women T-Shirt 👚 ⚖️ Size Available 🔥 👉 Order 🛒 Now https://t.co/MWMUm9YWjD #EileenGu #Coppola #Wordle #CriticalRoleSpoilers #TexasChainsawMassacre #ImWithHillary #BoycottWalgreens #HorizonForbiddenWest https://t.co/qu0zkzRtvD
209	0	ENGSUB [My Legacy and I S2] Eileen Gu: We Are Infinite | YOUKU DOCUMENTARY https://t.co/LhwoM5xYzS via @YouTube Mini documentary of #EileenGu’s journey to becoming the Olympic champion that she in #Beijing2022. Worth a watch #China and fans around the world, including in #USA?
444	0	@CarlZha Look @thinking_panda made it as as #EileenGu hat 😂 Fame at long last
260	0	Americans are always saying Eileen Gu #EileenGu is a traitor, but what they don't realize, or maybe they don't want to admit, is that it's actually a signal... Maybe it's just the beginning.
493	-1	#EileenGu shame! Shame ! Shame ! #chinacriminalstate #chinesecheaters #savehongkong #taiwanforever
17	rep	@HBOMaxHelp @RealTimers .@BillMaher's Kowtowing to #China - Response Video https://t.co/alvFKhvLfy @YouTube @DanielDumbrill #USA #US #imperialism #MSM #Media #propaganda #sinophobia #racism #BeijingWinterOlympics #BeijingOlympics #Beijing2022 #WinterOlympics2022 #OlympicGames #EileenGu #PengShuai https://t.co/Kaib7AQGU6
350	1	Having Some Fun #EileenGu has some goofy fun on her final #halfpipe final run w/ #Gold in hand #chapeau, Eileen! More #WinterOlympics #watercolor #art at https://t.co/pcTPvN5ouj #FreestyleSkiing All #artwork is for sale thru the blog @NBCOlympics @NBCLX @peacockTV https://t.co/tdQcHYPAEP
513	rep	Are you looking for 👀 Mongolian Kinky Curly Hair? 💥 New Hair Collection 💥 Hurry up ❗ Here you can get Kinky Curly Hair ❗ 👉 Order 🛒 https://t.co/kN2FvXzeJb #Beauty #EileenGu #Coppola #Wordle #CriticalRoleSpoilers #TexasChainsawMassacre #ImWithHillary #BoycottWalgreens https://t.co/3FVfFxdsMn
84	0	Cold warrior: why #EileenGu ditched Team #USA to ski for #China At the #Beijing #Olympics the superpower rivalry will be played out on the slopes #dsryaft #longform #longreads #WinterOlympics #Beijing2022 #OlympicGames https://t.co/lG9TjVZCvb
217	-1	@i_cooma @EileenGuCPCNo1 Why was #EileenGu's mom allowed to come to the Olympics while no one else was allowed to bring their family? Oh yeah, China is paying her to represent them.
563	1	Interesting!😝 A ski resort hidden in the cave of Chongzuo, even though the annual average temperature is 21℃~27℃! #EileenGu #Beijing2020 https://t.co/Bf7kaNnjdZ
432	0	@helenliwrites Understandable from an Asian American perspective, where ppl are used to taking advantage of the best of both worlds. However, u should be more careful how u use the term ABC. This particular issue with #EileenGu’s dual loyalties only concerns ABCs with connections to the PRC.
9	-1	#EileenGu Another reason we need a put a moratorium on ALL immigration. china is so great, immigrate to china. and enjoy fascism.
298	1	China's home favorite #EileenGu claimed a historic gold in the women's freeski halfpipe at the #Beijing2022 Olympic Winter Games on Friday. #谷爱凌 #冬奥会 #北京2022 #skiing #GuAiling https://t.co/dDPEcuZGxd
484	0	18.02.22 | Entertainment account Entertainment Blogger 's account use Reach The sky by Tony as their BGM of Eileen Gu's news. Cr. 武汉交通广播 | Link https://t.co/guGXgUniZh #tonyyu #yujingtian #余景天 #cpop #EileenGu #Olympics2022 https://t.co/smAV9WMtWv
297	-1	@charlie54409600 @NikkiHaley It is always about the money. The money #EileenGu has made from Chinese endorsement means she can live anywhere in the world. Yet she chooses to come back to live in the United States.
28	0	“Is that cool now, to choose to represent a totalitarian police state over America?” Maher asked. Bill Maher leveled criticism against #EileenGu, a Bay Area-born freestyle skier who chose to represent #China over the US in the #BeijingWinterOlympics. https://t.co/1Ii0Nr9XPQ
207	-1	@robert_spalding #EileenGu should know #America will never forget her deceit and lies. She betrayed the #USA for #China.
129	-1	Few bad tastes bout #olympics #doping mess w. #ROC #FigureSkating #NHL players in🏒&amp; few 🇨🇳bias calls in #speedskate #ShortTrack 😔part is #EileenGu is trending as traitor# cmon?🤦‍♂️be better👍🇺🇸stories @shaunwhite #alexhall #EileenGu #NathanChen @ChloeKim #monobob @ErinJackson480
170	0	Didn't think China recognises dual nationality &amp; the skater born in USA now hailed a Chinese superstar? #Olympics2022 #Beijing2022WinterOlympics #EileenGu
19	rep	@RealTimers @billmaher @JohnAvlon @BrookeJenkinsSF @KatrinaNation .@BillMaher's Kowtowing to #China - Response Video https://t.co/alvFKhvLfy @YouTube @DanielDumbrill #USA #US #imperialism #MSM #Media #propaganda #sinophobia #racism #BeijingWinterOlympics #BeijingOlympics #Beijing2022 #WinterOlympics2022 #OlympicGames #EileenGu #PengShuai https://t.co/jyCMy6zj7I
283	-1	Most partnerships exist to strengthen both parties. #EileenGu and China partnered together because of what each lacked - integrity and honesty #ailinggu #Olympics https://t.co/xMBdFIzmg0
544	rep	@o3688 @NBCOlympics Her single mother, a successful professional &amp; a part time ski coach paid more taxes to the US than you did, also paid for #EileenGu training all over the world &amp; her private education. Eileen earned 50 medals for the US. What have you done 4 the US? Go file and pay taxes.
578	1	Teenage ski sensation #EileenGu wins 2 🏅️1 🥈 at her first-ever #Olympics #inspiration #girlpower https://t.co/VZPtiEoxwB
57	1	#EileenGu #beijing2022 In addition to being an Olympic champion, Eileen Gu also sings very well https://t.co/ewrLAMGK8V
542	0	I'll do your Social Media Page promotion Services: ✓Schedule Post ✓Trending Hashtags ✓Eye-catchy Content Order on Fiverr: https://t.co/AApKE3BReF #EileenGu #Coppola #Wordle #CriticalRoleSpoilers #TexasChainsawMassacre #ImWithHillary #BoycottWalgreens #HorizonForbiddenWest https://t.co/45hlGpnBcU
259	0	For fun...Emma and Eileen Gu X @TiffanyAndCo 💎 #EmmaRaducanu | #Raducanu | #EileenGu | #TiffanyAndCo https://t.co/VQ3q9iSvzP
130	-1	@EileenGuCPCNo1 #China suppresses human rights #HongKong #Tibet #Uiguren, your success pathetic. #USA #IOC #China #EileenGu https://t.co/pQhEsrvYIk
302	-1	@paintbranch1398 @USATODAY Oh she feels American but the money she makes in Chinese endorsements was too good to pass up. She is going to @Stanford so she can learn how to keep that money and make more. Guess China’s universities aren’t good enough for #EileenGu
468	-1	Why let her returning US? #EileenGu #Eileen_Gu #EileenGuTraitor @SolomonYue https://t.co/6PmEFtpsRc
469	1	Congrats, #EileenGu To break the boundaries of boxes that people put you in. https://t.co/u51yVTdbNi
351	-1	#EileenGu / #AiLingGu: hoes mad! 🥇 https://t.co/Stgs70Jqof
462	-1	I don't get what's the problem of all those yankees with #EileenGu – probably jealous of her gold medals that don't count for the best country in the world.
368	-1	@derekahunter I totally agree. #EileenGu should be ashamed to show her face back in the USA after choosing to represent #China at the #GenocideOlympics. I hope she is utterly shunned and vilified in the American media and by the American people when she returns. #Traitor
536	1	https://t.co/hZtcK3Kiq1 - It's so inspiring what these athletes can do. Amazing skill and courage and amazing to watch. Congratulations Ailing Gu on your two Gold Medals. #Gold #EileenGu #Beijing2022 #WinterOlympics2022 🤗🌏🌤🌲❄⛷🥇🥇
229	-1	Bill Maher Calls Out LeBron James, John Cena For Kowtowing To China #EileenGu https://t.co/nWkU8g2azv
405	-1	#eileengu is a traitor and a sell out and should be booed every day of her life if she returns to America.
206	-1	Of course #EileenGu won't live in Communist China, even with her VPN. #PengShuai shows perfectly what can happen to sports stars under the @CPofCN regime. https://t.co/LXEu0J68O1
115	rep	@creamybanana02 #EileenGu #CCP #China. Eileen brags about her SAT score but isn't smart enough to realize that due to censorship it's illegal for Chinese to use VPN. And she's a MAGA supporter even though trump incited racist attacks against Asians by claiming they brought Kungflu to the US. https://t.co/QvIBbyWiPU
73	-1	Hey #EileenGu go grab #naomiosaka and get the hell out of the US.
361	1	After her outstanding performance at the #Beijing #WinterOlympics, #freeskier #EileenGu has become the definition of “the child next door,” a metaphor #Chinese parents use to describe the type of kid they dream of having. Read more about her here ⬇️ https://t.co/R5ZGbZBred https://t.co/kNA7TrhLEM
42	rep	@China24Official Pandas, Uyghers and #EileenGu being used by China to gaslight everyone and give the middle finger to the US. Her gold will mean nothing unless she uses her platform to call attention to the human rights abuses in China and Hong Kong. https://t.co/CmLamqEL6t
581	1	3⃣ #BingDwenDwen 2⃣ golds🥇🥇 1⃣️silver🥈 🇨🇳18-year-old Gu Ailing ⛷️What an incredible debut in the #Olympics #Beijing2022 #FreestyleSkiing #EileenGu @CaoYi_MFA @xuejianosaka @XiaoYewen @zhang_heqing @Dragondescendan https://t.co/e1BkRxm4jl
8	-1	US racism unhinged - attacks on Eileen Gu's choice to rep China. The racist anti-China depictions in this piece show how insecure and desperate some Americans have become. We must expose this hate! https://t.co/4n52Qzyka2 via @YouTube #EileenGu #EileenGuTraitor
352	-1	@ChinaUncensored #China granting #EileenGu privileged access to money because it believes she can bring legitimacy and burnish an otherwise horrific reputation. The problem is that she is vain enough to believe that she has been chosen for skill rather than for her credulity. #GenocideGames
131	-1	So if #EileenGu had competed for United States, then USA would be ahead of China in the medal count tally . Think about it . @TeamUSA make sure you don't train up people who waltz off to represent other countries for money .
330	1	To celebrate Eileen Gu won 🥇 in freeski halfpipe, I bought a cup of LuckinCoffee☕ whose brand spokesperson is Gu.#WinterOlympics #EileenGu #WinterOlympics2022 #Beijing2022 https://t.co/jBIrtj57ZY
305	1	So proud of her❤️‍🔥🏅️🏅️🥈#EileenGu https://t.co/dMTmeEOVMQ
541	rep	⚡️ Winter Big Sale ⚡️ 💥 New Collection 💥 📢 Get 50% ✂️ OFF on 👚 Women T-Shirt 👚 ⚖️ Size Available 🔥 👉 Order 🛒 Now https://t.co/MWMUm9YWjD #EileenGu #Coppola #Wordle #CriticalRoleSpoilers #TexasChainsawMassacre #ImWithHillary #BoycottWalgreens #HorizonForbiddenWest
122	1	@LivePDDave1 Had you watched, you would have been a piece of wood if you had not teared up when #shaunwhite exited his last Olympic halfpipe run like a King; When #EileenGu realized she had won the gold medal before her third run; when the the four US alpine skiers fourthed MixedTeam Parallel
327	1	Congratulations! China's Freeski sensation Eileen Gu won her second gold of the Beijing Winter Olympics on Friday, becoming the first freestyle skier🥳 #OlympicGames #Olympics2022 #GuAiling #EileenGu #weaseu #weaseusextoy https://t.co/2PbW2JThOx
313	0	@TheEconomist In the meantime #EileenGu
68	-1	#EileenGu I hope you stay in china FOR EVER, YOU ARE NOT WELCOME IN USA SHAME ON YOU AND CHINA #FuckEileenGu https://t.co/E0bsKsmhfH
593	0	Pay us to write your assignments(s). We guarantee quality work and original content in: #English #MsAccess #Programming #Proposals #MsExcel #philosophy #hwslave #CornellUniversity #Budew #EileenGu KINDLY DM https://t.co/GBJjvW15PL
548	0	Kindly consider our services at an affordable fee. We guarantee quality work and original content in: #Business #Ecology #Sociology #Psychology #IT #Researchprojects #Researchpaperdue?? #NorthCarolinaStateUniversity #Kairi #EileenGu KINDLY DM https://t.co/XSzAg3xzsn
443	1	Congratulations to #EileenGu 3-time Olympic medalist 🏅 #Olympics https://t.co/R0kC6MHjEo
232	-1	100% agree w/ ⁦@billmaher⁩ So this dumb idiot decided she’s going to compete for a country that enslaves it’s own people, eats dogs, unleashed Covid &amp; are communists? Then #EileenGu should STAY in #China live there &amp; see how well that works for her https://t.co/Xxi0A3BXpY
478	-1	How can any American not be outraged by Eileen Gu. She was born,educated here in the USA. Afforded every opportunity this country has to offer and decides to represent that abhorrent dictatorship Communist China. Could she be more detestable. #EileenGu
367	0	⛷️🇨🇳🇺🇸 Olympian Eileen Gu’s marketing power: The risks and rewards for brands https://t.co/3zGJQKJ9rj via @WSJ #Olympics #OlympicGames #EileenGu #Eileen_Gu #marketing #branding #brand #China #USA #sport #sports #athlete #skiing #communication
535	0	#Beijing2022 n a very American way, the Eurasian China athlete, #EileenGu, said her greatest asset is her brain - I wonder how much Chinese Vogue would pay to put an X-ray of that on their cover?! My Walkaboutsverse #poem on Olympics or Globalisation? https://t.co/5MUvuKeGil
239	0	#CCP strong supports #EileenGu, including giving her Chinese citizenship on top of her #America citizen in the cost of violating China citizenship laws. Given this, does #EileenGu also happen to use equipments involving #ForcedLabor at #Xinjiang ? No idea, worth checking. https://t.co/eIRF76axms
262	0	Image of the hour: Eileen Gu - #EileenGuChina - #EileenGu - #Eileen #Gu, #China https://t.co/h8qDHXY71K
295	rep	Second gold for #EileenGu! Free ski talent Gu Ailing eased to the top podium of her odds-on halfpipe at the #Beijing2022 on Friday, which is her second gold medal for host China.#Beijing2022WinterOlympics https://t.co/AHq9wP1N6f
524	0	I will do B2B Lead Generation for you Order on Fiverr https://t.co/n8OtRyYbBC Services: ☑ WEB Market Research ☑ Email &amp; Business Leads #TexasChainsawMassacre #ImWithHillary #EileenGu #Coppola #Wordle #CriticalRoleSpoilers #BoycottWalgreens #HorizonForbiddenWest https://t.co/20opGRjk8N
427	0	Eileen Gu makes freestyle skiing history at Beijing Games #EileenGu https://t.co/n7BJNMkj2C
580	0	A+ assured in your academic work. We guarantee quality work and original content in: #Business #Computer #Computertechnology #Calculus #Geography #Englishclass #python #ArizonaStateUniversity #Giannis #EileenGu KINDLY DM https://t.co/CjaHvFZWCs
331	0	Who's #EileenGu Olympic prediction was correct? a) #gracenote's Virtual Medal Table (VTM) b) @ruby_gwh c) @ShowtimeMatthew 👇👇👇😂🤣😂 https://t.co/bMiSl2ODBW
306	0	#EileenGu for VOGUE+ Full shoot - https://t.co/YqgceXd7Df https://t.co/LbHm7PmgO6
572	0	#EileenGu has entered a political minefield by switching flags from the USA to #China. Accusations of treason in the US are now followed by resentment in China regarding her privileged life. @ChristianeKuehl wonders: Is the Eileen Gu hype already over? https://t.co/BJHtweMC9x https://t.co/jAOasNWHQM
335	-1	#EileenGu @eileen_gu_ showing off, digital collage and painting by Ricker Choi @ricker_choi #VPN⁣ #翻牆⁣ #谷愛凌⁣ #olympics #genocideolympics #NoBeijing2022 #humanrights #genocide #ConcentrationCamp #FreeTibet #StandWithHongKong #FightForFreedom https://t.co/WSy3FqhQcJ
271	1	@minkistrying I just saw the video clips w/ some translations. She's so pretty &amp; Yixing, even when tired &amp; sleepy, still looked adorably handsome. He brought his A-game in humor &amp; casual flirting, too! 🤭🤭🤭 #LayZhang #Yixing #ZhangYixing #EileenGu
491	-1	Join @codepink @chinanotenemy in asking the @nytimes for more journalistic integrity! Learn from #EileenGu, don’t demean! Stop spreading #Sinophobia and justifying #US aggression on #China! #FreeAlexSaab https://t.co/ZzEsUvI5z7 #NoWarOnChina #WinterOlympics #Beijing2022
106	0	Eileen Gu struggles to translate the Chinese food 韭菜盒子 into English! #韭菜盒子 #foodie #sports #China #TikTok #ChineseFood #food #cool #Beijing #WinterOlympics #Chinese #Beijing2020 #EileenGu #GenZ #video #FreestyleSkiing #BayArea https://t.co/tTmRoKtjO0
256	1	#EileenGu great message about representation for girls in china but she was born and raised in San Francisco, Gu competes for her mother's native China. so that's a little tough as well
417	rep	@NBC6News @eamslider24 #eileengu is a traitor and a sell out and should be booed every day of her life if she returns to America.
407	rep	@ChrisGableDO #eileengu is a traitor and a sell out and should be booed every day of her life if she returns to America.
117	rep	@alankwtse @NoelCampbell108 @KMaurer2017 @Olympics #EileenGu #CCP #China. Eileen brags about her SAT score but isn't smart enough to realize that due to censorship it's illegal for Chinese to use VPN. And she's a MAGA supporter even though trump incited racist attacks against Asians by claiming they brought Kungflu to the US. https://t.co/WQQRCPaFVw
195	0	In your daily dose of petty fandom drama: Yesterday, #ZhangYixing did a livestream with #EileenGu. He recommended her to try Hunan food, try Hunan food, invited her to work on a song together etc.
489	0	This video is the first time (2017) I met and interviewed Eileen Gu. One day later she'd win her first World Cup event and from then on it's been just a snowball effect until today's third Olympic medal. https://t.co/0UUI4iu4EJ #Beijing2022 #FreestyleSkiing #EileenGu
148	rep	@Dragondescendan #EileenGu's a trump supporter even though Trump instigated violence against Asian Americans with his rhetoric about the Chinese Kungflu. She brags about her SAT score but anyone who supports trump saying covid can be stopped by ingesting bleach can't be that smart. #cryabit
187	-1	@dramapotatoe Am I the only American that is incredibly saddened that #EileenGu chooses to represent a country that suppresses women on all levels? #Democracy
112	rep	@nytimes #EileenGu #CCP #China. Eileen brags about her SAT score but isn't smart enough to realize that due to censorship it's illegal for Chinese to use VPN. And she's a MAGA supporter even though trump incited racist attacks against Asians by claiming they brought Kungflu to the US. https://t.co/R9mhxwYzgw
399	-1	@CarlZha Other people who didn't got the memo telling them not to promote #EileenGu https://t.co/xifCZ9BpJR
15	rep	@RealTimers @hbomax .@BillMaher's Kowtowing to #China - Response Video https://t.co/alvFKhvLfy @YouTube @DanielDumbrill #USA #US #imperialism #MSM #Media #propaganda #sinophobia #racism #BeijingWinterOlympics #BeijingOlympics #Beijing2022 #WinterOlympics2022 #OlympicGames #EileenGu #PengShuai https://t.co/nzLhPevt6y
87	-1	@DrMuscleChemist @AP It’s all about the Benjamin’s &amp; Yuan for #EileenGu #Traitor
375	0	@washingtonpost Now lets see everyone who came for #EileenGu come for him.
62	0	It’s all about $. @eileengu Olympian has much bigger market value than any US athletes. No wonder US wants her. Asian hate crime is worsened every day. She made a wise decision. Just look at what happened to #suni Yi.
216	rep	@CGTNOfficial I hope #EileenGu uses this opportunity to call attention to the human rights abuses in China, Hong Kong and the Uyghurs. China used Uyghurs to light the Olympic torch in an attempt to gaslight everyone just like China is now using Eileen. https://t.co/FmZQa2LHcI
76	-1	Yes China has human rights issues, but they know how to put on a firework show. #China #EileenGu #OlympicGames https://t.co/CfLHovXbPD
267	0	@minkistrying OMG! OMG! OMG!!! FOR REAL?!?!?!?! @layzhang @ChromosomeEG @lay_studio #YIXING #LAY #EileenGu
154	rep	@NBCNews #EileenGu's a trump supporter even though Trump instigated violence against Asian Americans with his rhetoric about the Chinese Kungflu. She brags about her SAT score but anyone who supports trump saying covid can be stopped by ingesting bleach can't be that smart. #cryabit
1	-1	#china brainwashing it’s people. And it’s working. #ignorant #chinese #USA #Australia #Europe #Asia @ASEAN #Japan #TiananmenSquareMassacre #tiananmen #EileenGu https://t.co/YQ3KzeZk7N
211	-1	The Taiwanese government emphasized it was using taxpayers’ money to fund Taiwanese athletes and their efforts to represent the country at high-profile athletic competitions USA,when are you going to investigate about traitor #EileenGu? https://t.co/MwxbnAZ4Sb
255	0	t-shirt https://t.co/BiHEodcw4G #EliminationChamber #NBAAllStar #LindseyPearlman #KimPotter #TexasChainsawMassacre #SnowSquall #EileenGu #PaulMcCartney #TheKingsAffection #nonbinary https://t.co/Acs0AwUGuZ
505	0	She was raised by a single mother. She choose to represent her mother’s country. She speaks Mandarin Chinese fluently. She hopes to build bridges between the US and China. “I am proud of my heritage and equally proud of my American upbringings.”-#EileenGu #NewYorkTimes #DoBetter https://t.co/ob2rZpVdBy
263	-1	@VAGalau @usatodaysports Why does her mother remain in US? Talking about sperm donor belittles what the United States has given her. #EileenGu should live in the country she represents.
390	-1	#EileenGu #Olympics2022 Don’t hate Eileen Gu. She is just one of the many “opportunist” Olympic athletes, changing countries, often as changing underwear. Which country will get them the most benefit ($)? We have lost the identity of the Olympics, which is now athletes for hire.
573	-1	@nytimes When are the @Olympics over you ask? Before they began thanks to the #Uyghur genocide then came drug cheats, Chinese team cheating and racial tirades against #ChineseAmericans who chose not to play for pay like #EileenGu. Thanks #Beijing and @iocmedia for debasing the Olympics.
102	rep	@billmaher #EileenGu brags about her SAT score but isn't smart enough to realize that due to censorship it's illegal for Chinese to use VPN. And she's a MAGA supporter even though trump incited racist attacks against Asians by claiming they brought Kungflu to the US. #StopKowtowingChina https://t.co/Vhl7RTYixQ
402	0	Gu's global coming-out party ends with 3rd Olympic medal https://t.co/m19IYBV902 #EileenGu #USCitizen
281	-1	Ban Gu Eileen from Ivy League Schools! Gu Eileen is from CCP family!! #EileenGuTraitor Ban Gu Eileen from Ivy League Schools! Gu Eileen is from CCP family!! #EileenGu https://t.co/Rw4Z3zobcp
279	0	#ZhangYixing on Douyin's Champions Have Arrived livestream with #EileenGu discovering they're both born in the Year of the Sheep. The emcee asked if Yixing sighed because having the same zodiac is either you're born the same year or twelve years older. 😂 https://t.co/Trh7Ip8r6W
70	1	Today, I watched the replay of the closing ceremony of the Winter Olympics. I am so proud of my country. I love my motherland.🇨🇳🇨🇳 &amp; Eileen is so cute❤️ #Beijing2022WinterOlympics #EileenGu #Beijing2022 #ClosingCeremony #China https://t.co/RHiorCPJh6
163	0	#beijing2022 #EileenGu Eileen Gu and Su Yiming are pictured together at the closing ceremony of the Beijing Winter Olympics. https://t.co/L4VeeAHJc7
159	rep	@chickbuck #EileenGu is a trump supporter even though the reason for violence against Asian Americans stems from trump's hostility towards the Chinese CovidKungflu. Anyone who supports trump after he said we should ingest bleach to defeat covid can't be that smart. #cryabit
516	0	Need help with an essay? We deliver the best services in: #IT #Algebra #Sociology #Finance #Business #Onlineclass #Essayhelp #OhioStateUniversity #CatherineBuroker #EileenGu KINDLY DM https://t.co/ztrxJBAcIb
95	-1	@Mont_Jiang Because she’s a Chinese communist sellout 🩸🔪💸 #Traitor #EileenGu
74	-1	Some #deranged American media giving a “Jerk Score”? What is this score even about? #EileenGu https://t.co/GsDFCQr8nU
212	0	Do we think Eileen Gu actually knows what is going on in China? Or just doesn’t care because of the money? #EileenGu
408	rep	@CheshireKat94 #eileengu is a traitor and a sell out and should be booed every day of her life if she returns to America.
27	rep	.@BillMaher's Kowtowing to #China - Response Video https://t.co/alvFKhvLfy @YouTube @DanielDumbrill #USA #US #imperialism #MSM #Media #propaganda #sinophobia #racism #BeijingWinterOlympics #BeijingOlympics #Beijing2022 #WinterOlympics2022 #OlympicGames #EileenGu #PengShuai
571	0	Hire our professionals to ace your assignments. We deliver the best services in: #Geography #Economics #IT #Computer #Sociology #Anatomyclass #python #UniversityofTexasatAustin #EileenGu #Carlton KINDLY DM https://t.co/3OWkSLN45Q
237	-1	Christ another Chinese American identity article about #eileengu https://t.co/i2nrSJEF0a
445	-1	So in the end, we see what this alleged controversy about #EileenGu is really about: the equating of the United States with whiteness and the disbelief that anyone might choose the complexities of their own identity over a commitment to blind allegiance. 6/6
97	-1	@CGMeifangZhang Worst #OlympicGames #Olympics @Olympics #WinterOlympics #WinterOlympics2022 EVER. The #world is happy it’s over. Bye bye. #china #Europe #Africa #Asia @MFA_China #USA #CheatingChina #Korea #Korean #speedskate #EileenGu #GenocideGames #UyghurGenocide https://t.co/gHdK7ZiqkO
333	0	After attending her third award ceremony, China's three-time medalist #GuAiling, also known as #EileenGu, told reporters she would go attend the closing ceremony in Beijing on Sunday. https://t.co/3qns1YDqHA
595	0	Despite her descomunal success in these #OlympicGames , Eileen is navigating very turbulent waters, trying to balance between China and the US. Never forget she is only 18 years old. #EileenGu https://t.co/bCLuyCzIUq
248	1	@MauriceMichael #EileenGu rules!
50	1	#EileenGu im not ur fans but Congratz on you bc not give to US 2 🥇 🥇😂😂😂👍👍👍
546	0	I'll promote your Social Media Page here Services: ✓Schedule Post ✓Trending Hashtags ✓Eye-catchy Content Order on Fiverr: https://t.co/nJOtW0BZyJ #EileenGu #Coppola #Wordle #CriticalRoleSpoilers #TexasChainsawMassacre #ImWithHillary #BoycottWalgreens #HorizonForbiddenWest https://t.co/ICAYMIJiYU
348	0	What she received right now will make other oversea Chinese who good in their field want to go back to their motherland, is gonna be a trend #EileenGu
287	0	#EileenGu, why will you not openly and honestly answer questions regarding your #nationality? Is it with #America or #China? #Chinese law forbids dual nationality. #Olympics rules state you have to be a national of the country you compete for. Which is it?
574	1	Congratulations! Chinese athlete Gu Ailing took the gold in women's freeski halfpipe on Friday, bagging her second Olympic gold medal of #Beijing2022 Winter Olympics. This is the eighth gold medal for #TeamChina. #EileenGu https://t.co/8eAOq4CBuP
150	0	Bill Maher Attacks John Cena, LeBron James, Tom Cruise, #EileenGu For Siding With Totalitarian #China Is @billmaher now a true champion of the Uyghurs or is he just using them in an attempt to be provocative? Will he join @EnesFreedom in speaking out? https://t.co/cR0n4ayMtD
175	1	I hv so many reasons 2b proud #Beijing2022 is the most digitally engaging Olympics ever ✔️#EileenGu is the first freestyle skier to win three medals at one single Olympics ✔️#SuYiming the youngest Chinese to win a gold at winter games ✔️ China won 9 golds ✔️
5	rep	@poldark1900 @EileenGuCPCNo1 @BillMeher is hysterical. But it's sad that #EileenGu looks the other way as China commits atrocities against the Uyghers. Uygher torchbearers and pandas are being used by China at the Olympics to gaslight everyone. And Eileen is being used as well...for the $. https://t.co/68fNdS2GKc
65	rep	Second gold for #EileenGu! Free ski talent Gu Ailing eased to the top podium of her odds-on halfpipe at the #Beijing2022 on Friday, which is her second gold medal for host China.#Beijing2022WinterOlympics https://t.co/R5HhcTPjIn
560	rep	@hunterskore @NBCOlympics Her single mother, a successful professional &amp; a part time ski coach paid more taxes to the US than you did, also paid for #EileenGu training all over the world &amp; her private education. They have more than one residents &amp; she earned 50 medals for the US. What have you done 4 US?
38	-1	@billmaher look at the list of @USMNT who played for the US but were not American. This is soccer only, don't even start on athletics. Leave #EileenGu out of your fake outrage and look to the human rights violations the US do, #JulianAssange being one, a fellow journalist. (1)
